Administrative,Informational,ProductRelated,TotalTimeOnSite,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
1,0,21,574.722619,0,0.018888889,6.284044913,0,Mar,Returning_Visitor,FALSE,TRUE
0,1,46,4053.092208,0.014184397,0.029684228,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,18,1485.416667,0,0.027777778,0,0,Mar,Returning_Visitor,FALSE,FALSE
12,0,7,1399.8333334,0.015384615,0.015384615,0,0,Mar,Returning_Visitor,FALSE,FALSE
13,0,41,1396.9885149000002,0,0.018485839,4.465398354,0,Mar,Returning_Visitor,FALSE,FALSE
1,4,16,524.75,0,0.003333333,0,0,Mar,New_Visitor,FALSE,FALSE
0,0,2,4,0,0.1,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,28,565.5666667,0,0.006666667,0,0,Mar,New_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,TRUE,FALSE
2,0,29,260,0,0.003225806,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,93,2243.666667,0.010989011,0.031501832,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,38,2895.150794,0.012280702,0.015614035,9.09277193,0,Mar,Returning_Visitor,FALSE,TRUE
4,0,15,312.35,0,0.022222222,57.96417654,0,Mar,New_Visitor,TRUE,TRUE
1,0,13,923.5,0,0.014285714,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,0,22,1624.45,0,0.009090909,0,0,Mar,Returning_Visitor,FALSE,FALSE
8,6,45,2592.1869381,0.009090909,0.01644733,2.842307011,0,Mar,Returning_Visitor,TRUE,FALSE
4,1,12,909.25,0,0.015555556,10.782,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,4,126.5,0.016666667,0.091666667,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,8,100,0,0.025,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,27,693.45,0,0.014814815,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,7,87.71428571,0.042857143,0.089285714,0,0,Mar,Returning_Visitor,FALSE,FALSE
6,6,40,2178.166667,0,0.006734694,49.47040982,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,2,15,0,0.1,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,4,28,1758.716667,0,0.012301587,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,6,36,0.066666667,0.133333333,0,0,Mar,Returning_Visitor,TRUE,FALSE
4,3,22,1507.306061,0,0.007407407,0,0,Mar,New_Visitor,TRUE,FALSE
6,3,76,5379.116667,0.004878049,0.024837398,6.548011382,0,Mar,Returning_Visitor,FALSE,FALSE
9,2,52,2424.77499967,0.008888889,0.010251724,1.816474074,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,8,167,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,47,2138.581502,0.004166667,0.010416667,14.63957834,0,Mar,Returning_Visitor,FALSE,FALSE
8,8,45,2496.4303035000003,0.007142857,0.00755102,5.576720936,0,Mar,Returning_Visitor,FALSE,TRUE
4,3,41,1595.052778,0,0.006589147,0,0,Mar,Returning_Visitor,FALSE,FALSE
9,0,35,2112.7833330000003,0.008943089,0.030662021,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,8,148.75,0,0.025,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,2,134,0,0.1,0,0,Mar,Returning_Visitor,TRUE,FALSE
1,0,16,196.0714286,0,0.0125,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,1,16,222,0.025,0.03125,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,5,164,0,0.005714286,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,3,190,0,0.066666667,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,68,809.2456349,0.002985075,0.005970149,109.9124051,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,8,262.1666667,0,0.020833333,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,4,22,0.05,0.1,0,0,Mar,Returning_Visitor,TRUE,FALSE
4,0,11,290.31818178,0,0.018181818,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,8,258,0.025,0.075,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,6,6,581.3333333,0,0.019230769,0,0,Mar,Returning_Visitor,FALSE,FALSE
13,0,12,497.06666670000004,0.002,0.036666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,0,96,1670.248377,0,0.007239057,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,17,1466.666667,0.010526316,0.014035088,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,12,252.83333337000002,0,0.023333333,44.73466667,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,24,473.6833333,0.008333333,0.00952381,0,0,Mar,Returning_Visitor,FALSE,FALSE
6,0,21,939.4,0.003846154,0.012179487,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,4,80,0.05,0.075,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,61,0,0.1,0,0,Mar,Returning_Visitor,TRUE,FALSE
2,1,75,3828.8250003,0.011714286,0.027362361,5.770959977,0,Mar,Returning_Visitor,FALSE,FALSE
7,1,52,2477.1055553,0.005310734,0.013192815,3.795661017,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,29,648.297619,0,0.016666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,10,127.5,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,0,7,230,0,0.005555556,0,0,Mar,New_Visitor,TRUE,FALSE
13,8,160,6609.138712999999,0.001142857,0.001799477,17.34893623,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,1,0,0,0.1,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,77,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,7,98.5,0.071428571,0.1,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,12,810,0,0.016666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,903,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,0,86,3060.008333,0.002222222,0.015740741,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,7,1110,0.0375,0.1125,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,137,0,0.1,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,8,136.75,0.005,0.105,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,0,6,480,0,0.025,0,0,Mar,New_Visitor,FALSE,FALSE
0,0,9,125,0,0.022222222,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,44,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
4,0,31,2010.583333,0,0.01,0,0,Mar,New_Visitor,TRUE,FALSE
4,0,42,830.25,0.004444444,0.015555556,0,0,Mar,Returning_Visitor,FALSE,FALSE
9,2,20,1536.32222267,0.001481481,0.017977208,16.1728,0,Mar,Returning_Visitor,FALSE,TRUE
4,0,18,582.1666666,0,0.009090909,0,0,Mar,New_Visitor,TRUE,FALSE
2,1,31,1396.321212,0,0.011505376,1.592774194,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,32,827.6462121,0,5.8651e-4,54.67634844,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,5,36,0.15,0.1625,0,0,Mar,Returning_Visitor,FALSE,FALSE
7,0,19,1132,0,0.00952381,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,1,20,1925.8999996999999,0,0.01,91.98,0,Mar,Returning_Visitor,FALSE,TRUE
5,1,66,5041.972222,0,0.002159624,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,27,694.3035714,0,0.007692308,11.99264025,0,Mar,Returning_Visitor,TRUE,TRUE
4,1,150,5030.929997,0,0.005636724,33.33074497,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,31,1350.5,0.006451613,0.016129032,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,1,17,1441.833333,0.005882353,0.017647059,39.85866667,0,Mar,Returning_Visitor,FALSE,TRUE
1,0,15,506,0.026666667,0.073333333,19.996,0,Mar,Returning_Visitor,FALSE,TRUE
2,0,22,311.9880952,0,0.0125,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,6,51.5,0.057142857,0.114285714,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,0,13,1636.833333,0.016666667,0.028125,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,1,27,1707.566667,0,0.006666667,0,0,Mar,New_Visitor,TRUE,FALSE
0,0,4,214,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,6,136.5,0,0.033333333,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,6,254,0.025,0.0875,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,13,550.5714286,0.013333333,0.020784314,26.12015415,0,Mar,Returning_Visitor,TRUE,TRUE
2,3,27,2200.833333,0,0.006896552,0,0,Mar,New_Visitor,TRUE,FALSE
1,0,21,633.8944444,0,0.002380952,24.75047619,0,Mar,New_Visitor,FALSE,TRUE
0,0,19,429.6333333,0,0.005263158,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,10,111,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,TRUE,FALSE
3,0,16,449.1904762,0,0.0125,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,15,292.6944444,0,0.005128205,54.98,0,May,Returning_Visitor,FALSE,TRUE
0,0,24,654.0666667,0,0.001449275,0,0.8,May,Returning_Visitor,FALSE,FALSE
2,1,95,5283.959524,0.004123711,0.015307716,5.638103093,0,May,Returning_Visitor,FALSE,TRUE
0,0,4,158,0.05,0.1,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,77,3332.208333,0.002040816,0.024719927,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,130,4164.936905,0.006153846,0.012319347,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
5,0,25,1280.16666667,0,0.007692308,11.51923077,0,May,New_Visitor,FALSE,TRUE
3,0,21,792.8333333,0,0.047222222,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,13,152.25,0.030769231,0.025641026,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,17,631.5,0.011764706,0.064705882,0,0.8,May,Returning_Visitor,FALSE,FALSE
0,0,9,58,0.155555556,0.177777778,0,0,May,Returning_Visitor,TRUE,FALSE
7,3,83,7603.132738,0.011512297,0.039305682,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,2,0,0.2,0.2,0,0.6,May,Returning_Visitor,FALSE,FALSE
1,0,28,274.125,0,0.002564103,0,0,May,New_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,151,2571.278157,0.00917226,0.0210895,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,12,896.5,0.008333333,0.025,14.6895,0.6,May,Returning_Visitor,FALSE,TRUE
3,0,57,5121.9775345,0.003333333,0.023321256,0,0,May,Returning_Visitor,FALSE,FALSE
6,2,58,2400.4813729400003,0.008357771,0.033973374,6.7485,0,May,Returning_Visitor,FALSE,TRUE
4,0,77,1965.2833329999999,0,0.002631579,0,0,May,Returning_Visitor,FALSE,FALSE
1,3,8,736,0.066666667,0.091666667,0,0,May,Returning_Visitor,TRUE,FALSE
2,0,5,54,0,0.033333333,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,10,151,0.016666667,0.025,0,0,May,New_Visitor,FALSE,FALSE
6,1,51,1493.841919,0.003636364,0.009090909,20.2453697,0,May,Returning_Visitor,FALSE,FALSE
0,0,8,227,0.025,0.05,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,8,228,0.025,0.075,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,16,483.8333333,0,0.011458333,17.991,0,May,Returning_Visitor,FALSE,FALSE
0,0,2,12,0,0.1,0,0,May,Returning_Visitor,TRUE,FALSE
4,0,34,809,0,0.013513514,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,5,74.5,0,0.08,0,0.6,May,Returning_Visitor,FALSE,FALSE
3,0,21,925,0.015384615,0.042307692,10.947230770000001,0.6,May,Returning_Visitor,FALSE,TRUE
3,0,5,114,0,0.0125,0,0,May,Returning_Visitor,TRUE,FALSE
0,0,19,583.1666667,0.010526316,0.030701754,0,0.8,May,Returning_Visitor,FALSE,FALSE
3,0,13,454.9285714,0.0125,0.025,0,0,May,New_Visitor,FALSE,FALSE
2,0,13,279.5,0,0.026666667,0,0,May,New_Visitor,TRUE,FALSE
0,0,13,436,0.030769231,0.079487179,0,0.6,May,Returning_Visitor,FALSE,FALSE
3,0,79,2880.966667,0.006097561,0.024390244,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,2,4,0,0.1,0,0.8,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,23,1888.5,0,0.008695652,46.00643478,0,May,New_Visitor,TRUE,TRUE
7,7,33,2340.7380957,0.0055,0.040415616,8.08269,0,May,Returning_Visitor,TRUE,FALSE
1,0,117,13250.66667,0.006896552,0.041810345,0,0,May,Returning_Visitor,TRUE,FALSE
0,0,6,140,0,0.033333333,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,5,252.5,0,0.02,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,12,666,0,0.018181818,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,36,851.3333333,0.010810811,0.032432432,0,0.2,May,Returning_Visitor,FALSE,FALSE
0,0,18,224,0.011764706,0.02254902,0,0.2,May,Returning_Visitor,FALSE,FALSE
0,0,13,253.3333333,0.030769231,0.073076923,0,0.8,May,Returning_Visitor,FALSE,FALSE
9,0,28,893.1523808999999,0.005882353,0.017058824,0,1,May,Returning_Visitor,TRUE,FALSE
0,0,22,370.3333333,0.018181818,0.054545455,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,TRUE,FALSE
4,0,29,5245.533333,0,0.019892473,0,0,May,Returning_Visitor,FALSE,FALSE
4,0,19,1240.838095,0.012121212,0.025289256,32.06509091,0,May,Returning_Visitor,FALSE,FALSE
1,0,13,156.6666667,0.033333333,0.083333333,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,6,474,0,0.016666667,0,0,May,New_Visitor,TRUE,FALSE
0,0,15,907.5,0.006666667,0.031111111,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,12,505.3333333,0.083333333,0.123412698,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,20,497,0.015,0.045416667,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,46,1779.2500003,0,0.004081633,0,0.8,May,Returning_Visitor,FALSE,FALSE
0,0,4,0,0.2,0.2,0,0.6,May,Returning_Visitor,FALSE,FALSE
2,1,25,485.5,0,0.007142857,0,0,May,Returning_Visitor,TRUE,FALSE
2,0,31,995.7,0.011827957,0.034101382,18.11148387,0,May,Returning_Visitor,FALSE,TRUE
0,0,21,1492.166667,0.023809524,0.055555556,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,7,17,0.085714286,0.142857143,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,7,137.5,0,0.033333333,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,20,950.3285714,0.072108844,0.086507937,0,1,May,Returning_Visitor,TRUE,FALSE
0,0,2,7,0,0.1,0,0.8,May,Returning_Visitor,FALSE,FALSE
0,0,18,286,0.011111111,0.061111111,0,0.8,May,Returning_Visitor,FALSE,FALSE
2,0,25,1855.333333,0,0.008,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,45,2493.333333,0.018604651,0.066666667,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,5,829.5,0,0.04,0,0,May,Returning_Visitor,TRUE,FALSE
1,0,7,88,0.0625,0.116666667,0,0.8,May,Returning_Visitor,FALSE,FALSE
7,0,26,1252.833333,0,0.009375,26.983125,0,May,New_Visitor,FALSE,TRUE
3,0,20,1263.083333,0.003174603,0.018571429,0,0,May,Returning_Visitor,TRUE,FALSE
0,0,8,149,0.133333333,0.155555556,0,0.8,May,Returning_Visitor,FALSE,FALSE
1,0,12,212.5,0,0.003076923,0,1,May,Returning_Visitor,TRUE,FALSE
0,0,4,81.5,0,0.025,0,0,May,Returning_Visitor,TRUE,FALSE
3,0,9,690.5,0,0.005555556,28.39833333,0,May,New_Visitor,TRUE,TRUE
0,0,17,336,0,0.01875,0,0.8,May,Returning_Visitor,FALSE,FALSE
0,0,21,452.797619,0,0.023,16.82505,0,May,Returning_Visitor,FALSE,TRUE
0,0,1,0,0.2,0.2,0,0.6,May,Returning_Visitor,FALSE,FALSE
3,0,36,2550.3749997,0.022916667,0.046203704,0,0,May,Returning_Visitor,FALSE,FALSE
3,0,36,1431.583333,0,0.004054054,20.39448649,0,May,Returning_Visitor,TRUE,TRUE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,1,643,0.133333333,0.15,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,6,189,0.066666667,0.116666667,0,0.4,May,Returning_Visitor,FALSE,FALSE
3,1,49,3031.4010993,0.023529412,0.028907563,9.609529412,0.6,May,Returning_Visitor,FALSE,TRUE
0,0,6,181,0,0.016666667,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,24,597.8333333,0.008333333,0.020833333,0,0.4,May,Returning_Visitor,FALSE,FALSE
7,0,28,699.5833333,0,0.013571429,2.663333333,0,May,Returning_Visitor,FALSE,TRUE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,10,170,0.04,0.1,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,4,99,0.026666667,0.056,0,0.4,May,Returning_Visitor,FALSE,FALSE
3,2,51,1952.325216,0.003636364,0.009228841,0,0,May,Returning_Visitor,TRUE,FALSE
5,0,40,834.7,0,0.012121212,2.782886364,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,33,1239.5,0.070588235,0.095098039,0,1,May,Returning_Visitor,TRUE,FALSE
5,0,23,1591.8333333,0,8.26446e-4,59.988,0,May,Returning_Visitor,FALSE,TRUE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,TRUE,FALSE
0,1,124,4093.430519,0.005816216,0.043499683,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,19,223.6666667,0.038095238,0.058730159,0,0.6,May,Returning_Visitor,FALSE,FALSE
1,4,23,849.0833333,0.013580247,0.020440917,21.1162963,0,May,Returning_Visitor,FALSE,FALSE
4,2,43,2447.029221,0.004,0.004,14.792,0,May,Returning_Visitor,FALSE,FALSE
0,0,8,729,0.041666667,0.070833333,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,23,1299.5,0.034782609,0.069565217,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,6,103,0,0.05,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,16,129.3333333,0,0.0125,0,0.6,May,Returning_Visitor,FALSE,FALSE
0,0,2,162,0,0.05,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,5,218,0.028571429,0.05,0,0,May,Returning_Visitor,TRUE,FALSE
7,0,71,1522.376207,0.002631579,0.01503053,4.508271053,0,May,Returning_Visitor,FALSE,FALSE
7,2,10,459.9583334,0,0.008333333,0,0,May,New_Visitor,FALSE,FALSE
9,3,45,3361.5,0,0.007,54.9759,0,May,Returning_Visitor,FALSE,TRUE
0,3,84,4352.025758,0.004909561,0.02088789,10.21229767,0,May,Returning_Visitor,FALSE,FALSE
3,0,25,4221.666667,0.008333333,0.020833333,0,0,May,Returning_Visitor,TRUE,FALSE
1,0,18,205.5,0.016666667,0.05,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,28,2529.75,0.066666667,0.088271605,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,0,9,2081,0.044444444,0.1,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,21,2264.3333337,0.018787879,0.023939394,23.069,0,May,Returning_Visitor,FALSE,FALSE
6,1,51,2270.1505956,0.003954802,0.014481293,2.846779661,1,May,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,11,831.9333333,0,0.02037037,0,0.8,May,Returning_Visitor,FALSE,FALSE
1,0,82,716.2996032,0,0.002439024,0,1,May,Returning_Visitor,TRUE,FALSE
9,1,32,2292.845238,0.010810811,0.025900901,24.63837838,0,May,Returning_Visitor,TRUE,TRUE
6,3,54,2558.26004043,0.003448276,0.010418719,0,0,May,Returning_Visitor,FALSE,FALSE
2,0,42,1575.382468,0,0.004761905,17.69657143,1,May,New_Visitor,TRUE,TRUE
6,3,25,1146.375,0.013333333,0.030151515,22.3392,0,May,Returning_Visitor,TRUE,FALSE
4,0,34,4742.800366,0.006306306,0.038438438,5.185457275,0,May,Returning_Visitor,FALSE,FALSE
0,0,5,151.2,0,0.053333333,0,0.8,May,Returning_Visitor,FALSE,FALSE
6,3,75,5479.045851,0.02013261,0.0464397,4.374401266,0.2,May,Returning_Visitor,FALSE,TRUE
0,0,7,212,0.028571429,0.028571429,0,0.4,May,Returning_Visitor,FALSE,FALSE
2,0,0,2,0.1,0.1,0,0,May,Returning_Visitor,TRUE,FALSE
0,0,16,748.4,0.014285714,0.035714286,43.19228571,0,May,Returning_Visitor,FALSE,FALSE
0,0,38,314.8333333,0.010526316,0.031578947,0,0.6,May,Returning_Visitor,FALSE,FALSE
1,0,19,867.8333333,0.015,0.028333333,0,0,May,Returning_Visitor,FALSE,FALSE
0,2,9,435,0,0.03,0,0,May,New_Visitor,FALSE,FALSE
2,0,3,114.5,0.05,0.1,0,0,May,Returning_Visitor,FALSE,FALSE
10,3,26,1734.8222222,0,0.00344086,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,50,960.1666667,0,0.003921569,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.4,May,Returning_Visitor,FALSE,FALSE
3,4,15,768.4333333,0,0.02,0,0,May,Returning_Visitor,FALSE,FALSE
7,0,32,1092.3999999999999,0.005128205,0.025641026,20.91692308,0,May,Returning_Visitor,FALSE,FALSE
0,0,3,57,0,0.066666667,0,0.2,May,Returning_Visitor,FALSE,FALSE
0,0,6,117,0.083333333,0.088888889,0,0,May,Returning_Visitor,FALSE,FALSE
5,4,50,2656.75,0,0.023333333,2.973214286,0,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,3,311,0.1,0.166666667,0,0.6,May,Returning_Visitor,FALSE,FALSE
4,1,160,2697.52904,0.004878049,0.017369338,0.58275,0,May,Returning_Visitor,FALSE,FALSE
0,0,39,905.6,0.012820513,0.021245421,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,8,100,0.075,0.125,0,1,May,Returning_Visitor,TRUE,FALSE
0,0,30,986.5,0.006666667,0.023333333,0,0,May,Returning_Visitor,FALSE,FALSE
5,0,32,3164.955556,0.009259259,0.036759259,26.5455,0,May,Returning_Visitor,FALSE,FALSE
4,0,34,1411.63333367,0.007894737,0.01716792,18.46989474,0,May,Returning_Visitor,TRUE,TRUE
6,0,49,3089.619048,0.010526316,0.015711501,4.376915789,0.4,May,Returning_Visitor,FALSE,FALSE
0,1,43,2078.933333,0.012878788,0.039015152,0,0,May,Returning_Visitor,TRUE,FALSE
1,0,4,511.5,0,0.04,0,0,May,Returning_Visitor,TRUE,FALSE
10,0,29,1081.1684149,0,0.001481481,34.99166667,0,May,Returning_Visitor,TRUE,TRUE
2,0,23,330.8333333,0.008333333,0.030833333,0,1,May,Returning_Visitor,TRUE,FALSE
1,4,28,1170.5,0.024242424,0.042424242,19.38181818,0,May,Returning_Visitor,FALSE,FALSE
0,0,15,298.1666667,0.013333333,0.044444444,0,0.4,May,Returning_Visitor,FALSE,FALSE
0,1,32,1856.333333,0.05,0.075208333,12.484125,0.4,May,Returning_Visitor,FALSE,TRUE
0,0,30,1184.5,0.006666667,0.048333333,0,0.6,May,Returning_Visitor,FALSE,FALSE
3,0,3,361.5,0.04,0.033333333,0,0,May,New_Visitor,FALSE,FALSE
3,5,127,2893.875,2.5641e-4,0.009196581,0,0,May,Returning_Visitor,FALSE,FALSE
5,2,64,2325.5709706999996,0.003188406,0.018007866,4.873969358,0,May,Returning_Visitor,TRUE,FALSE
5,0,125,5226.410534,0.012433862,0.023856765,0,0.6,May,Returning_Visitor,FALSE,FALSE
3,2,16,457.8666667,0,0.014736842,0,0,May,Returning_Visitor,TRUE,FALSE
1,1,11,1548.5,0,0.020512821,32.946,0.2,May,Returning_Visitor,FALSE,TRUE
0,2,66,1719.55,0,0.006153846,143.2115385,0,May,Returning_Visitor,TRUE,TRUE
1,1,53,2351.608298,0.004848485,0.016751935,32.68969091,0,May,Returning_Visitor,FALSE,FALSE
0,0,19,950,0,0.011111111,0,0,May,Returning_Visitor,FALSE,FALSE
15,7,104,6643.434533000001,0.028065242,0.036927442,3.431210317,0,May,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,3,29,0,0.066666667,0,0,May,Returning_Visitor,TRUE,FALSE
1,0,7,233,0,0.028571429,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,2,205,0,0.05,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,35,1595.5,0,0.002941176,13.07329412,0,May,Returning_Visitor,TRUE,TRUE
0,1,14,101,0.13125,0.16875,0,0.6,May,Returning_Visitor,FALSE,FALSE
2,0,11,332.4,0,0.014219114,0,0,May,Returning_Visitor,TRUE,FALSE
2,0,7,341.5,0,0.0125,0,0,May,Returning_Visitor,FALSE,FALSE
1,0,15,537.5,0,0.013333333,33.9612,0,May,Returning_Visitor,FALSE,TRUE
0,0,2,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
0,6,28,1125.9345238,0.005882353,0.017647059,0,0,May,Returning_Visitor,TRUE,FALSE
3,0,32,1011.5,0.008823529,0.023529412,51.11722549,0,May,Returning_Visitor,FALSE,FALSE
7,4,16,995.05897435,0.021428571,0.029027611,0,0,May,Returning_Visitor,FALSE,FALSE
0,0,5,0,0.2,0.2,0,0.6,May,Returning_Visitor,FALSE,FALSE
7,0,73,3186.978571,0.002631579,0.026472431,4.25425,0,May,Returning_Visitor,FALSE,FALSE
4,0,27,1186.5,0,0.007407407,44.47733333,0,May,New_Visitor,FALSE,TRUE
0,1,20,828.8333333,0.019047619,0.038095238,0,0,May,Returning_Visitor,FALSE,FALSE
3,0,22,533.5,0,0.030666667,0,0,May,Returning_Visitor,FALSE,FALSE
0,1,29,1276.5,0,0.010344828,25.90331034,0,May,New_Visitor,FALSE,TRUE
0,0,1,0,0.2,0.2,0,0,May,Returning_Visitor,FALSE,FALSE
